C,Mn,Si,Cr,Ni
1.025499982777526,0.7482162150123607,2.7491096443662597,1.6699376053487502,1.3003059349998995
1.337619760746268,0.5841565325350468,1.7754887633645855,0.10994347012899197,0.41599875990129276
0.10488179383110013,0.524211703828344,0.8668136916771915,1.8031335332013156,1.086750067899031
0.8870752063634566,0.9246699294578195,1.0862793161296387,1.7306630299004895,2.4438561114470256
0.10046745721357847,1.1990837641948113,0.012987723493021575,1.573634674128533,0.6702558035833014
1.4296899534967202,2.5667121798245867,0.11864904701784074,0.9346912130590028,0.30790939248216376
0.1301671918033807,2.294357097741581,2.3608656560459673,0.713861369555159,1.0678919480398559
0.48456774864923124,1.175503062797036,2.8578883245517344,1.2278500978279248,2.1271571432840926
1.2226804121632067,2.028638057629873,0.9237501346930965,0.4457908323977945,0.3372527151217696
0.5164430789688725,2.252717159020852,1.6985701433826337,1.8925955279132478,0.25369731900062054
0.3323791808657405,0.3707886762853152,1.6987867272550763,0.0815996318281117,2.1373962767992962
0.9964869717841842,0.848142090981513,1.0868160386792418,1.7505001981045072,2.3612267115059207
0.5953581578006859,1.5593922755873115,0.7380422872894931,1.1017038059134379,0.1628751522461902
0.35793489736018513,1.8054497821039994,2.3867264616992996,1.0531038650786717,1.5254348158686808
0.9506915414548494,1.4516008416289685,1.666313526436554,1.069420350965434,0.02847557126076672
0.22366302032930324,0.46619999456495853,0.8301273186215601,2.042003940527843,0.22931448105020236
1.1518001300162388,1.5115932867170292,1.1301354738036342,2.273671887493091,1.9025690599820142
0.9111441525745669,1.545468841014777,1.613726628714276,0.9470423648069645,1.025957005884885
1.4080632999478184,1.8683851807974876,2.43579314495054,2.3026812971824984,2.5056361651313797
0.5869572408742725,2.780229452199924,2.8797190610488803,1.4755315203802297,2.5895791902828527
0.48614536665376373,2.9712988942697813,1.3284638441696612,1.9095762745133178,2.2664234852379326
1.1639924617849673,1.855592132945557,0.30052948645561606,2.9418344589074805,2.072015275968898
1.3974031269573857,0.12001970940081685,0.3981241685625444,1.560000234330396,2.9452185404358104
0.9332703485782292,0.4612871862845964,0.40074280260565764,2.644768692497406,0.6484419996978071
0.9556830025577263,0.9101664841178038,0.8663780288672457,1.8812200135725499,1.86902422791036
0.20031513631777842,0.30428863637639736,0.764129029539546,0.8202987650915191,0.5332200293070625
1.3944023207110718,1.404360987149433,0.1254795786638504,1.8476976317604348,2.210520653629418
0.06903411084265554,2.8509664319155146,0.04994363062348994,1.0483203609523462,0.39672495317612066
0.1789766945616889,2.106679503729885,0.24180670443618357,0.08146663983943603,1.2051309721227206
0.45968264863502717,2.770163400649313,1.4734399864448866,2.726710918444326,1.9450159565773433
1.4948629305409344,1.0533242717653408,1.3659771742406794,2.863439902717247,2.01426848884368
0.09367476902438587,1.1526132070069761,1.7713107976501514,2.6306184618967627,1.663726797220226
0.741530544508527,2.5314570941155177,0.5943193637905262,1.8549157156002911,2.721601307300178
1.1500143587511977,2.9850880998965774,1.5135767575868826,0.13295514624018567,0.32893555914883155
0.34105564309045183,1.851377213572589,0.9276110691374834,1.1361623681139894,1.074208068569832
1.1699380801218726,1.4588432055526488,2.9601261730243413,2.1267901074480284,0.9080186285457509
1.0548737319515311,2.555747457811523,1.5915508663004576,1.495233398667658,0.0028516064114795237
1.281000047098996,0.04170152215864453,2.2524287955962667,1.0349126630452077,1.009032513804943
1.0577934943269927,0.5304908512005492,0.5159779217423633,2.124451080395641,1.424873362896045
0.5414593798565385,0.35025621127183326,0.5796133183188875,1.5277240886405412,0.6480891964605708
0.5264457984105253,1.4158619862841029,1.4046920491503079,2.224161150976655,1.3154623693787801
1.0016119580654492,1.269323105888577,1.8580771643317635,2.6612532739352583,1.757269828555189
1.480005626525721,0.7346434703405905,2.5202824247315054,0.6751828554375269,1.1573896256316156
0.9647594905863951,1.4916951849295699,1.1278854602775443,2.9793136484714653,0.1320794201924067
1.2185762295368086,0.7453982300222631,0.9544920804340737,2.2024523368692748,1.6644888945469716
0.23499169333088604,0.1361050214031413,2.31202178588479,1.2744694922988236,2.69210813503427
1.1456059209862788,1.664514417331279,1.9275719496056922,0.6395455100078521,2.328066885112514
0.6430081492627514,0.46022154148823113,1.5552599846075,0.7675271654469996,2.345774385725259
0.737863575947257,1.6671599036732112,0.05241548694950304,1.3291412498066815,0.9382902648611032
0.26587115290244284,1.1328538526967842,2.221380058926763,0.6928209958468557,2.6896894042170345
0.1294551948621923,0.6934210142288166,2.1208504836653965,1.5887597170573442,0.9197764735868144
0.7656482155592005,1.4039540619964568,1.8723276632133397,1.2601055501603258,0.935595466332596
0.057192570450408986,2.313392052287221,2.7694994727098594,0.11265103400674914,1.0621397593765298
0.7799172414877509,0.6670958288407145,2.0617531058850473,2.273426772652873,1.964553698142442
0.928723578075083,1.6355770327283745,1.7822882545724656,2.028056467340946,0.5125036947139107
0.3230509521637366,1.6343289186794983,1.4486355637427972,1.3887013018914889,1.2187947653497488
1.4636685462036896,0.6334388932987282,0.24426435373798994,2.7358685055579093,2.7585575763356247
0.6021391406359498,0.45137987146993885,2.840440902985747,2.4465074705131724,1.6905049557261287
0.7318676325817712,1.8383017550417016,1.8342602530130137,2.175218658471109,0.6295559025218249
0.7996822362754629,0.13436743772395965,2.830813087814467,0.6092487663935056,1.9069578692655305
0.560961622058261,0.6102922939838705,0.8389037371635268,1.3132867444716023,2.1125774113770306
0.7770025777744984,0.2581553712036301,1.9567667506366098,0.3952889918742518,2.989657737945898
0.9079076765247662,2.107649298705198,2.6417842091015338,0.9129182455062336,2.470499467444059
0.3679447523457941,0.18519768850199492,2.242530482876987,1.6875094375385014,0.7579096429544737
0.09084078391604966,0.705719853015989,0.006999220654090088,2.035314904023211,2.3595223857521215
1.2919829384141495,0.11718111776574058,1.5963237257294893,2.2520301505773803,0.5492824505571442
0.14792305979931658,2.355460709736427,2.478130427032426,2.3314154232280173,2.487479427067299
0.17706721113509327,2.6089831493576123,1.2667280160021246,1.0465572533599827,2.866201064446164
0.7573714134060807,2.0143069285677355,1.479598436235942,0.2245629174212349,2.2775886519308726
0.5601891441636647,0.505404205214452,1.5442148881890647,2.491847379121448,0.6245752076212272
1.1711425475469883,1.25274942010443,0.7052373157281131,0.32769707388158464,2.008896006422569
0.7910665936926757,0.0556880866757794,1.621745316967766,2.234650361084398,0.37197508811349367
1.183361393769466,2.0995555570386246,1.376083267314029,0.830094410557122,0.2646758396779235
0.47266606724091914,0.06282516432541885,1.1101253927543708,1.5641263792926352,1.0070155442241653
0.5432742483821227,1.320572900896382,2.984136120107938,1.2768208106591505,2.7125855768354405
1.450589490150015,2.874630944004231,1.6835331053317182,1.2877756462206618,1.512969076242035
1.3794389489632057,0.3827128074757551,0.9991683698836568,2.7858672571575065,1.8844689691874477
1.19320942707624,1.1799018786167321,1.753893805527132,2.697861293955793,1.073336839757473
1.4010448859466476,0.2534992192209966,2.0934260782630254,2.480802719070367,1.616939667517266
0.6902301858543853,0.28760623675626473,1.0971710982905554,0.8127535304714506,1.3386536975264076
0.07373727186939405,0.23759236958510888,0.31033180112717773,2.8456802083819444,0.5304601371298944
1.2757738640822298,0.2178235717014554,2.1694655423469755,1.8860645325901753,1.153796059629716
0.3046608776961704,2.1245543503738564,2.983967229703959,2.434469924640611,0.500137831831619
0.632248465153157,0.7500286831198499,2.4482000530253227,0.8719828847435611,1.3149028624997743
1.3911535398759811,0.2652994049538804,0.9228640820855423,2.980950894248705,0.7296121141563526
0.04422938980536967,0.2575876063732454,2.776207959237042,0.04134309669240355,1.129585108139643
1.3628690338208125,1.7828396305526677,0.790542129708917,1.4400593230151122,2.5328970069721475
0.6782907713506389,0.7125961722253659,0.3311066686540781,1.7972767336477133,1.8344029109926014
0.5584769104757369,2.744613341953465,1.9692561619817095,1.3763527218470564,1.4365238167018655
1.4379158193897763,2.7455628791518465,1.7367349254408198,0.11377055483862897,2.9979251319398514
0.9917781589566519,2.5962881050175337,1.6471970403062424,2.6019834862030597,2.589150321706054
0.8653031093158241,2.3758453987543557,1.4065408948263425,2.6419185122318805,1.3655845794388335
0.8501464015933686,0.22634815366098737,0.7072827368963834,0.9466357959540885,0.3150806093417948
0.014028743517027986,0.7916032616724109,2.4958671459675186,2.947243248871536,1.323754598197148
1.4225466508731037,2.778794758556237,2.6577790801697043,0.3134212332240741,0.024579085419422553
1.3894982237197615,0.42011763666737256,0.13173078833761953,0.490678030622562,2.57841699676603
0.23326382612373786,1.1188634175204577,0.9250953933403716,1.1796535067417215,1.3043491063262143
0.7923498791670887,2.081460092085158,1.3687083744303643,1.4191349592858584,2.4910900675758048
0.35404409719581037,1.9880069711227526,1.9371352673271693,1.8590551922450578,2.7910474873756494
0.43148544505384195,2.666851087400984,1.5194293156941328,2.628926843213007,0.9578052782442008
1.3943028699216344,1.9523146052391636,2.434124585889493,0.19217185269383197,2.882742128290698
1.115979695078095,0.9726176303187687,0.5298890422580111,0.6887677877309702,1.4579732171863706
0.8250057087400429,1.7347885922854511,2.084009360888908,0.06138614545310783,1.815983716795885
0.5746624612732253,1.8756064656502982,0.8968227900222678,0.6158863159085135,2.410355436869777
1.1545172222811202,2.5128905537799477,2.714418762238468,0.05887181513863071,1.1462120459591498
0.018422061951520963,0.7062938138173703,1.866154119723073,0.1189223819848757,0.04295298329439645
1.3599324024347466,2.935992398094524,1.9337807407915795,1.2430826588535577,2.241597261970776
0.7350988456786315,0.9671666125856782,1.3361244832084993,1.0396653787628494,2.002052499257596
0.7633344806087727,0.25870999633606806,1.548175617329833,0.20296993495881166,1.5826919838554812
